Frame,Time,HMD_PosX,HMD_PosY,HMD_PosZ,HMD_RotX,HMD_RotY,HMD_RotZ,L_ctrl_PosX,L_ctrl_PosY,L_ctrl_PosZ,L_ctrl_RotX,L_ctrl_RotY,L_ctrl_RotZ,R_ctrl_PosX,R_ctrl_PosY,R_ctrl_PosZ,R_ctrl_RotX,R_ctrl_RotY,R_ctrl_RotZ,Timestamp
384,24.47316,-0.1285,0.4566,-0.2732,319.429,328.654,2.456,-0.3559,0.0279,0.2371,17.427,2.343,61.991,-0.2706,0.0367,0.2051,9.915,9.683,45.365,01-08 17:52:44.457
385,24.51457,-0.1250,0.4530,-0.2723,321.223,330.829,1.297,-0.3559,0.0279,0.2371,17.428,2.343,61.991,-0.2706,0.0367,0.2051,9.915,9.683,45.365,01-08 17:52:44.498
386,24.55673,-0.1194,0.4495,-0.2701,324.027,333.749,359.809,-0.3559,0.0279,0.2371,17.428,2.343,61.991,-0.2706,0.0367,0.2051,9.915,9.683,45.365,01-08 17:52:44.540
387,24.59853,-0.1140,0.4473,-0.2670,325.452,336.050,358.417,-0.3559,0.0279,0.2371,17.428,2.343,61.991,-0.2706,0.0367,0.2051,9.915,9.683,45.365,01-08 17:52:44.583
388,24.64065,-0.1089,0.4464,-0.2644,325.530,337.332,357.752,-0.3559,0.0279,0.2371,17.428,2.343,61.991,-0.2706,0.0367,0.2051,9.915,9.683,45.365,01-08 17:52:44.625
389,24.68153,-0.1050,0.4464,-0.2628,325.870,338.326,357.372,-0.3559,0.0279,0.2371,17.427,2.343,61.991,-0.2706,0.0367,0.2051,9.915,9.683,45.365,01-08 17:52:44.666
390,24.72326,-0.1024,0.4469,-0.2617,325.834,338.779,357.202,-0.3559,0.0279,0.2371,17.428,2.343,61.991,-0.2706,0.0367,0.2051,9.915,9.683,45.365,01-08 17:52:44.707
391,24.76487,-0.1002,0.4475,-0.2613,325.474,338.662,357.336,-0.3559,0.0279,0.2371,17.428,2.343,61.991,-0.2706,0.0367,0.2051,9.915,9.683,45.365,01-08 17:52:44.749
392,24.80649,-0.0988,0.4471,-0.2610,325.634,338.664,357.287,-0.3559,0.0279,0.2371,17.427,2.343,61.992,-0.2706,0.0367,0.2051,9.915,9.683,45.365,01-08 17:52:44.790
393,24.84836,-0.0988,0.4467,-0.2609,326.001,338.793,356.974,-0.3559,0.0279,0.2371,17.428,2.343,61.991,-0.2706,0.0367,0.2051,9.915,9.683,45.366,01-08 17:52:44.833
394,24.89179,-0.0985,0.4462,-0.2604,326.673,338.501,356.678,-0.3559,0.0279,0.2371,17.427,2.343,61.991,-0.2706,0.0367,0.2051,9.915,9.683,45.366,01-08 17:52:44.877
395,24.93148,-0.1016,0.4450,-0.2603,327.118,337.873,356.782,-0.3559,0.0279,0.2371,17.427,2.343,61.991,-0.2706,0.0367,0.2051,9.915,9.683,45.366,01-08 17:52:44.915
396,24.97308,-0.1033,0.4445,-0.2595,327.348,337.419,356.937,-0.3559,0.0279,0.2371,17.427,2.343,61.991,-0.2706,0.0367,0.2051,9.915,9.683,45.365,01-08 17:52:44.957
397,25.01552,-0.1053,0.4447,-0.2597,326.992,337.318,357.142,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.000,0.000,0.000,01-08 17:52:45.000
398,25.05662,-0.1068,0.4455,-0.2600,326.366,337.237,357.458,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.000,0.000,0.000,01-08 17:52:45.040
399,25.09822,-0.1079,0.4463,-0.2610,325.809,337.159,357.792,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.000,0.000,0.000,01-08 17:52:45.082
400,25.14132,-0.1086,0.4466,-0.2622,325.581,336.878,357.881,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.000,0.000,0.000,01-08 17:52:45.124
401,25.1817,-0.1092,0.4470,-0.2633,325.504,336.613,357.841,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.000,0.000,0.000,01-08 17:52:45.165
402,25.22356,-0.1093,0.4469,-0.2639,325.441,336.104,357.994,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.000,0.000,0.000,01-08 17:52:45.207
403,25.26493,-0.1093,0.4470,-0.2645,325.551,336.000,357.898,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.000,0.000,0.000,01-08 17:52:45.248
404,25.30666,-0.1088,0.4468,-0.2647,325.641,335.984,357.969,0.0000,0.0000,0.0000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.000,0.000,0.000,01-08 17:52:45.290
